,file,speaker,sex,age,nationality,level,code,type,ref,ans,rec,count,C,S,I,D,error,per
3652,0321355,1493,F,3,English,B,RW117,W,닫히다,D A Th I D A,G A D I,"Counter({'S': 2, 'C': 2, 'D': 2})",2,2,0,2,"substitution of < D > to < G >, deletion of < Th >, deletion of < I >, substitution of < A > to < I >",0.3548387096774194
4002,0344610,1586,F,3,English,B,RP001,P,안녕하세요 여러분 저는 줄리앙이라고 합니다 프랑스에서 왔습니다 저는 한국 음식과 한국 문화에 관심이 있습니다 고향에서는 혼자 한국어를 공부했습니다 아직 한국어를 잘 못하지만 한국 생활이 재미있을 것 같습니다 여러분과 같이 공부하게 되어 정말 기쁩니다,A N N iEO NG H A S E iO iEO R EO B U N J EO N EU N J U L L I A NG I R A G O H A M N I D A Ph EU R A NG S EU E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I k GG oA A N G U G M U N oA E G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H O N J A H A N G U G EO R EU L G O NG B U E S SS EU M N I D A A J I k H A N G U G EO R EU L J A L M O Th A J I M A N A N G U G S E NG H oA R I J E M I I SS EU L G EO t G A t SS EU M N I D A iEO R EO B U N G oA G A Th I G O NG B U A G E D OE EO J EO NG M A L G I BB EU M N I D A,A N N iEO NG H A S EO iEO R B U N J EO N EU N J U iA NG I R A G O H A M N I D A Ph EU R A NG S EU E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I k GG oA A N G U G M U N oA E G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H O N J A H A N G U G EO R EU L G O NG B U E S SS EU M N I D A A J I k H A N G U G EO R EU L J A L M O Th A JJ I M A N A N G U G S E NG H oA R E J E M I I SS EU L G EO t G A t SS EU M N I D A iEO R EO B U N G oA G A Th I G O NG B U A G E D OE EO J EO NG M A L I BB EU M N I D A,"Counter({'C': 228, 'D': 6, 'S': 4})",228,4,0,6,"deletion of < E >, substitution of < iO > to < EO >, deletion of < EO >, deletion of < L >, deletion of < L >, deletion of < I >, substitution of < A > to < iA >, substitution of < J > to < JJ >, substitution of < I > to < E >, deletion of < G >",0.0248
4003,0355610,1586,F,3,English,B,RP002,P,오늘은 한국어 수업이 있어요 수업은 오전 아홉 시에 시작해요 집에서 학교까지 삼십 분이 걸려요 일곱 시에 일어나서 아침을 먹었어요 여덟 시에 집에서 나갔어요 지하철역에 도착했어요 그런데 지갑이 없었어요 다시 집에 갔어요 책상 위에 지갑이 있었어요 지하철역까지 뛰어서 갔어요 학교에 여덟 시 오십 오 분에 도착했어요 수업에 안 늦었지만 정말 힘들었어요,O N EU R EU N H A N G U G EO S U EO B I I SS EO iO S U EO B EU N O J EO N A O p S I E S I J A Kh E iO J I B E S EO H A k GG iO GG A J I S A M S I p B U N I G EO L L iEO iO I L G O p S I E I R EO N A S EO A CHh I M EU L M EO G EO SS EO iO iEO D EO L B S I E J I B E S EO N A G A SS EO iO J I A CHh EO R iEO G E D O CHh A Kh E SS EO iO G EU R EO N D E J I G A B I EO p SS EO SS EO iO D A S I J I B E G A SS EO iO CHh E k SS A NG UI E J I G A B I I SS EO SS EO iO J I A CHh EO R iEO k GG A J I DD UI EO S EO G A SS EO iO H A k GG iO E iEO D EO L B S I O S I M O B U N E D O CHh A Kh E SS EO iO S U EO B E A N N EU J EO t JJ I M A N J EO NG M A L H I M D EU R EO SS EO iO,O N EU R EU L H A N G U G EO S U EO M I I SS EO iO S U EO EU N O J EO N A O p S I E S I J A L N E iO J I B E S EO H A N G iO G A J I A M S I B U N EU L G iEO L R iEO iO I L G O p S I E I R EO N A S EO A CHh I M EU L M EO G SS EO iO iEO D EO L S I E J I B E S EO N A G A SS EO iO J I A CHh EO R EO G E D O A G E SS EO iO G EU R EO N D E J I G A M I EO p SS EU SS EO iO D A S I J I B E G A SS EO iO U S A N OE I G A M I I SS EO SS EO iO J I A CHh EO R EO G A J I OE EO S EO G A SS EO iO H A G H A GG iO OE iEO D EO L S I O S I O N E D O J A G E SS EO iO S U EO B E A N N EU J EU JJ I M A N J EO NG M A L H I M D EU R EO SS EO iO,"Counter({'C': 239, 'S': 26, 'D': 17, 'I': 4})",239,26,4,17,"substitution of < N > to < L >, substitution of < B > to < M >, deletion of < B >, insertion of < L >, substitution of < Kh > to < N >, substitution of < k > to < N >, substitution of < GG > to < G >, substitution of < GG > to < G >, deletion of < S >, deletion of < p >, insertion of < EU >, substitution of < I > to < L >, substitution of < EO > to < iEO >, substitution of < L > to < R >, deletion of < EO >, deletion of < B >, substitution of < iEO > to < EO >, deletion of < CHh >, substitution of < Kh > to < G >, substitution of < B > to < M >, substitution of < EO > to < EU >, deletion of < CHh >, deletion of < E >, substitution of < k > to < U >, substitution of < SS > to < S >, deletion of < NG >, deletion of < UI >, substitution of < E > to < N >, substitution of < J > to < OE >, substitution of < B > to < M >, deletion of < iEO >, substitution of < k > to < EO >, substitution of < GG > to < G >, deletion of < DD >, substitution of < UI > to < OE >, insertion of < G >, insertion of < H >, substitution of < k > to < A >, substitution of < E > to < OE >, deletion of < B >, deletion of < M >, deletion of < B >, deletion of < U >, substitution of < CHh > to < J >, substitution of < Kh > to < G >, deletion of < EO >, substitution of < t > to < EU >",0.09480519480519481
4004,0337513,1586,F,3,English,B,RS002,S,여기 비빔밥 한 그릇 갖다 주세요,iEO G I B I B I M B A p H A N G EU R EU S G A t DD A J U S E iO,iEO G I B I B I M B A p H A N G I R EU S G A t DD I J U S E iO,"Counter({'C': 27, 'S': 2})",27,2,0,0,"substitution of < EU > to < I >, substitution of < A > to < I >",0.026490066225165563
4005,0337545,1586,F,3,English,B,RS007,S,금요일이 좋아요 일요일이 좋아요,G EU M iO I R I J O A iO I R iO I R I J O A iO,G EU M iO R I J O iO I R iO I R I J O A iO,"Counter({'C': 19, 'D': 2})",19,0,0,2,"deletion of < I >, deletion of < A >",0.07272727272727272
4006,0337575,1586,F,3,English,B,RS010,S,퇴근시간이라서 길이 많이 막히나 봐요,Th OE G EU N S I G A N I R A S EO G I R I M A N I M A Kh I N A B oA iO,Th OE Th OE G EU N S I G A N I R A S EO G I R I M A N I M A Kh I N A B oA iO,"Counter({'C': 32, 'I': 2})",32,0,2,0,"insertion of < Th >, insertion of < OE >",0.055865921787709494
4007,0337581,1586,F,3,English,B,RS011,S,얼굴이 안 좋은데 무슨 일 있어요,EO L G U R I A N J O EU N D E M U S EU N I L I SS EO iO,EO L G U R I A N J O EU N D E S EO A J I SS EO iO,"Counter({'C': 19, 'D': 3, 'S': 3})",19,3,0,3,"deletion of < M >, deletion of < U >, deletion of < EU >, substitution of < N > to < EO >, substitution of < I > to < A >, substitution of < L > to < J >",0.13636363636363635
4008,0337597,1586,F,3,English,B,RS014,S,오늘 날씨가 참 따뜻하지요,O N EU L N A L SS I G A CHh A M D A DD EU Th A J I iO,O N EU L N A SS I G A CHh A M D A G EU Th A J I iO,"Counter({'C': 21, 'D': 1, 'S': 1})",21,1,0,1,"deletion of < L >, substitution of < DD > to < G >",0.056910569105691054
4009,0337613,1586,F,3,English,B,RS015,S,지금 막 나갔는데 못 보셨어요,J I G EU M M A k N A G A N N EU N D E M O t B O S iEO SS EO iO,J I G EU M M O N A G A N N EU N D E M O t B O S iEO SS EO iO,"Counter({'C': 26, 'D': 1, 'S': 1})",26,1,0,1,"deletion of < A >, substitution of < k > to < O >",0.034013605442176874
4010,0337621,1586,F,3,English,B,RS016,S,새 직장이 마음에 들면 좋겠네요,S E J I k JJ A NG I M A EU M E D EU L M iEO N J O Kh E N N E iO,S E J I k JJ A NG I M A EU M E D EU M iEO N J O Kh E N N E iO,"Counter({'C': 27, 'D': 1})",27,0,0,1,deletion of < L >,0.02702702702702703
4011,0337628,1586,F,3,English,B,RS019,S,발 편한 운동화를 신고 오세요,B A L Ph iEO N A N U N D O NG H oA R EU L S I N G O O S E iO,B A L Ph iEO N U N U N D O NG H oA R EU L S I N G O O S E iO,"Counter({'C': 26, 'S': 1})",26,1,0,0,substitution of < A > to < U >,0.007042253521126761
4012,0337631,1586,F,3,English,B,RS020,S,아버지와 어머니 중에서 누구하고 닮았어요,A B EO J I oA EO M EO N I J U NG E S EO N U G U A G O D A L M A SS EO iO,A B EO J I oA EO M EO N I J U NG E S EO N U D U A G O D A M E SS EO iO,"Counter({'C': 29, 'S': 2, 'D': 1})",29,2,0,1,"substitution of < G > to < D >, deletion of < L >, substitution of < A > to < E >",0.03550295857988166
4013,0337636,1586,F,3,English,B,RS021,S,이 일은 제가 한번 해 볼게요,I I R EU N J E G A H A N B EO N E B O L G E iO,I I R EU N J E G A H A N G EO EO G O G E,"Counter({'C': 16, 'S': 3, 'D': 3})",16,3,0,3,"substitution of < B > to < G >, deletion of < N >, substitution of < E > to < EO >, substitution of < B > to < G >, deletion of < L >, deletion of < iO >",0.15789473684210525
4014,0337673,1586,F,3,English,B,RS059,S,그거 내가 한 거 아니야,G EU G EO N E G A H A N G EO A N I iA,G EU G EO N EO N E G A H A N G EO A N I iA,"Counter({'C': 17, 'I': 2})",17,0,2,0,"insertion of < EO >, insertion of < N >",0.09
4015,0337695,1586,F,3,English,B,RS067,S,나 시험 백점 받았다 부럽지,N A S I EO M B E k JJ EO M B A D A t D A B U R EO p JJ I,N A S A M B E k JJ EO M B A D A t D A B U R EO p JJ I,"Counter({'C': 24, 'D': 1, 'S': 1})",24,1,0,1,"deletion of < I >, substitution of < EO > to < A >",0.05185185185185185
4016,0337698,1586,F,3,English,B,RS068,S,그것도 옷이라고 입고 다니니,G EU G EO t DD O O S I R A G O I p GG O D A N I N I,G EU G EO t DD O O S I R A G O GG O D A N I iO,"Counter({'C': 20, 'D': 3, 'S': 1})",20,1,0,3,"deletion of < I >, deletion of < p >, deletion of < N >, substitution of < I > to < iO >",0.11290322580645161
4017,0337702,1586,F,3,English,B,RS069,S,당장 이 방에서 나가,D A NG J A NG I B A NG E S EO N A G A,D A NG J A NG I E B A NG E J EO N A G A,"Counter({'C': 16, 'I': 1, 'S': 1})",16,1,1,0,"insertion of < E >, substitution of < S > to < J >",0.05319148936170213
4018,0337709,1586,F,3,English,B,RS071,S,오늘은 지하철 타고 가자,O N EU R EU N J I A CHh EO L Th A G O G A J A,O N EU R EU N J I A CHh EO L Th A G O G A J A Th J,"Counter({'C': 20, 'I': 2})",20,0,2,0,"insertion of < Th >, insertion of < J >",0.08547008547008547
4019,0337165,1586,F,3,English,B,RW002,W,세수,S E S U,S A R I S O Th A,"Counter({'I': 4, 'C': 2, 'S': 2})",2,2,4,0,"insertion of < A >, insertion of < R >, substitution of < E > to < I >, insertion of < O >, insertion of < Th >, substitution of < U > to < A >",0.6666666666666666
4020,0337192,1586,F,3,English,B,RW006,W,싸다,SS A D A,S A G oA,"Counter({'S': 3, 'C': 1})",1,3,0,0,"substitution of < SS > to < S >, substitution of < D > to < G >, substitution of < A > to < oA >",0.19047619047619047
4021,0337198,1586,F,3,English,B,RW007,W,글씨,G EU L SS I,G EU L SS I k,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < k >,0.15625
4022,0337204,1586,F,3,English,B,RW009,W,우리,U R I,M U R I,"Counter({'C': 3, 'I': 1})",3,0,1,0,insertion of < M >,0.4
4023,0337214,1586,F,3,English,B,RW011,W,빨리,BB A L L I,BB A L UI,"Counter({'C': 3, 'D': 1, 'S': 1})",3,1,0,1,"deletion of < L >, substitution of < I > to < UI >",0.19230769230769232
4024,0337218,1586,F,3,English,B,RW012,W,켤레,Kh iEO L L E,S iEO L L E,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < Kh > to < S >,0.10714285714285714
4025,0337232,1586,F,3,English,B,RW016,W,보통,B O Th O NG,D EO D O G S A,"Counter({'S': 4, 'I': 2, 'C': 1})",1,4,2,0,"insertion of < D >, insertion of < EO >, substitution of < B > to < D >, substitution of < Th > to < G >, substitution of < O > to < S >, substitution of < NG > to < A >",0.48484848484848486
4026,0337248,1586,F,3,English,B,RW021,W,후추,H U CHh U,H U Th EU NG,"Counter({'C': 2, 'S': 2, 'I': 1})",2,2,1,0,"insertion of < Th >, substitution of < CHh > to < EU >, substitution of < U > to < NG >",0.39285714285714285
4027,0337253,1586,F,3,English,B,RW023,W,바꾸다,B A GG U D A,iA k GG U,"Counter({'S': 2, 'C': 2, 'D': 2})",2,2,0,2,"substitution of < B > to < iA >, substitution of < A > to < k >, deletion of < D >, deletion of < A >",0.40625
4028,0337277,1586,F,3,English,B,RW031,W,구하다,G U A D A,H U A,"Counter({'C': 2, 'D': 2, 'S': 1})",2,1,0,2,"substitution of < G > to < H >, deletion of < A >, deletion of < D >",0.36
4029,0337280,1586,F,3,English,B,RW032,W,지금,J I G EU M,J I G EU,"Counter({'C': 4, 'D': 1})",4,0,0,1,deletion of < M >,0.2692307692307692
4030,0337283,1586,F,3,English,B,RW033,W,수고하다,S U G O A D A,S E G O,"Counter({'C': 3, 'D': 3, 'S': 1})",3,1,0,3,"substitution of < U > to < E >, deletion of < A >, deletion of < D >, deletion of < A >",0.4
4031,0337287,1586,F,3,English,B,RW036,W,흔들다,H EU N D EU L D A,H EU N D EU L A,"Counter({'C': 7, 'D': 1})",7,0,0,1,deletion of < D >,0.09523809523809523
4032,0337299,1586,F,3,English,B,RW041,W,두부,D U B U,J U M G U,"Counter({'S': 2, 'C': 2, 'I': 1})",2,2,1,0,"substitution of < D > to < J >, insertion of < M >, substitution of < B > to < G >",0.24
4033,0337313,1586,F,3,English,B,RW052,W,소리,S O R I,S U R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < O > to < U >,0.05
4034,0337318,1586,F,3,English,B,RW056,W,은행,EU N E NG,EU N N E NG,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < N >,0.14814814814814814
4035,0337328,1586,F,3,English,B,RW065,W,외국,OE G U k,OE GG U k,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < G > to < GG >,0.09090909090909091
4036,0337329,1586,F,3,English,B,RW066,W,괴물,G OE M U L,G U M U,"Counter({'C': 3, 'S': 1, 'D': 1})",3,1,0,1,"substitution of < OE > to < U >, deletion of < L >",0.3076923076923077
4037,0337335,1586,F,3,English,B,RW072,W,회의,H OE euI,H OE,"Counter({'C': 2, 'D': 1})",2,0,0,1,deletion of < euI >,0.4444444444444444
4038,0337339,1586,F,3,English,B,RW076,W,위,UI,G UI,"Counter({'I': 1, 'C': 1})",1,0,1,0,insertion of < G >,0.8333333333333334
4039,0337349,1586,F,3,English,B,RW083,W,간장,G A N J A NG,G EU N J EU N GG,"Counter({'C': 3, 'S': 3, 'I': 1})",3,3,1,0,"substitution of < A > to < EU >, insertion of < EU >, substitution of < A > to < N >, substitution of < NG > to < GG >",0.2631578947368421
4040,0337351,1586,F,3,English,B,RW085,W,시장에,S I J A NG E,S I JJ A NG E N A G,"Counter({'C': 5, 'I': 3, 'S': 1})",5,1,3,0,"substitution of < J > to < JJ >, insertion of < N >, insertion of < A >, insertion of < G >",0.35714285714285715
4041,0337356,1586,F,3,English,B,RW088,W,빨래,BB A L L E,BB A L L I,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < E > to < I >,0.038461538461538464
4042,0337377,1586,F,3,English,B,RW100,W,급하다,G EU Ph A D A,G I Ph A D A,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < EU > to < I >,0.09375
4043,0337384,1586,F,3,English,B,RW105,W,앉고,A N G O,BB A L D A,"Counter({'S': 3, 'I': 1, 'C': 1})",1,3,1,0,"insertion of < BB >, substitution of < N > to < L >, substitution of < G > to < D >, substitution of < O > to < A >",0.5
4044,0337386,1586,F,3,English,B,RW106,W,입구,I p GG U,Th I p GG U,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < Th >,0.3333333333333333
4045,0337395,1586,F,3,English,B,RW113,W,발등,B A L D EU NG,S B A L D EU NG,"Counter({'C': 6, 'I': 1})",6,0,1,0,insertion of < S >,0.1875
4046,0337401,1586,F,3,English,B,RW116,W,해돋이,H E D O D I,G I D U NG I,"Counter({'S': 4, 'C': 2})",2,4,0,0,"substitution of < H > to < G >, substitution of < E > to < I >, substitution of < O > to < U >, substitution of < D > to < NG >",0.1935483870967742
4047,0337403,1586,F,3,English,B,RW118,W,나뭇잎,N A M U S I M,R A M U S,"Counter({'C': 4, 'D': 2, 'S': 1})",4,1,0,2,"substitution of < N > to < R >, deletion of < I >, deletion of < M >",0.2857142857142857
4048,0337429,1586,F,3,English,B,RW128,W,궁리,G U NG N I,G UI NG I N,"Counter({'S': 3, 'C': 2})",2,3,0,0,"substitution of < U > to < UI >, substitution of < N > to < I >, substitution of < I > to < N >",0.14814814814814814
4049,0337441,1586,F,3,English,B,RW132,W,같은,G A Th EU N,G A Th U,"Counter({'C': 3, 'D': 1, 'S': 1})",3,1,0,1,"deletion of < EU >, substitution of < N > to < U >",0.2222222222222222
4050,0337464,1586,F,3,English,B,RW142,W,빛을,B I CHh EU L,B I Th EU L,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < CHh > to < Th >,0.10714285714285714
4051,0337467,1586,F,3,English,B,RW143,W,부엌에,B U EO Kh E,B U EO G U,"Counter({'C': 3, 'S': 2})",3,2,0,0,"substitution of < Kh > to < G >, substitution of < E > to < U >",0.14814814814814814
4052,0337471,1586,F,3,English,B,RW145,W,인류,I N N iU,I N,"Counter({'C': 2, 'D': 2})",2,0,0,2,"deletion of < N >, deletion of < iU >",0.47619047619047616
6198,0521487,2254,M,86,English,A,RP003,P,의사소통 과정 중에서 말하기와 쓰기 같은 표현 기능이 더 중요할까 듣기와 읽기 같은 기능이 더 중요할까 나는 이해 영역이 더 중요하고 특히 듣기가 기본이라고 생각한다 다른 이의 말을 듣고 그 말을 이해해야 의사소통을 계속할 수 있기 때문이다 따라서 진정한 의사소통은 듣기에서부터 시작한다고 주장하고 싶다,euI S A S O Th O NG G oA J EO NG J U NG E S EO M A R H A G I oA SS EU G I G A Th EU N Ph iO iEO N G I N EU NG I D EO J U NG iO A L GG A D EU t GG I oA I k GG I G A Th EU N G I N EU NG I D EO J U NG iO A L GG A N A N EU N I E iEO NG iEO G I D EO J U NG iO A G O Th EU Kh I D EU t GG I G A G I B O N I R A G O S E NG G A Kh A N D A D A R EU N I euI M A R EU L D EU t GG O G EU M A R EU L I E E iA euI S A S O Th O NG EU L G iE S O Kh A L S U I t GG I D E M U N I D A D A R A S EO J I N J EO NG H A N euI S A S O Th O NG EU N D EU t GG I E S EO B U Th EO S I J A Kh A N D A G O J U J A NG H A G O S I p DD A,euI S A S O Th O NG G oA J EO NG J U NG E S EO M A R A G I oA SS EU I G A Th EU N Ph iO iEO N G I N EU NG I D EO J EO J U NG iO A L GG A D EU G I oA G I G A Th EU N I N EU NG I EO J U NG iO A L GG A N A N EU N E EO N iEO G I D EO J U NG iO A G O Th EU Kh I EO I G A G I B O M I R A G O S E NG G A Kh A N D A D A R EU N I E M A R EU L D EU GG O G EU M A R EU L I E E iA euI S A S O Th O NG EU L GG E S O Kh A L S U I t GG I D E M U N I D A G A R A S EO J I N J EO NG H A N euI S A S O Th O NG EU L D EU GG I E S EO B U Th EO S I J A Kh A D A G O J U J U J A NG A G O S I p DD A,"Counter({'C': 234, 'D': 15, 'S': 11, 'I': 4})",234,11,4,15,"deletion of < H >, deletion of < G >, insertion of < EO >, insertion of < J >, deletion of < t >, substitution of < GG > to < G >, deletion of < I >, deletion of < k >, substitution of < GG > to < G >, deletion of < G >, deletion of < D >, deletion of < I >, substitution of < iEO > to < EO >, substitution of < NG > to < N >, deletion of < D >, deletion of < EU >, deletion of < t >, substitution of < GG > to < EO >, substitution of < N > to < M >, substitution of < euI > to < E >, deletion of < t >, substitution of < G > to < GG >, substitution of < iE > to < E >, substitution of < D > to < G >, substitution of < N > to < L >, deletion of < t >, deletion of < N >, insertion of < J >, insertion of < U >, deletion of < H >",0.07107320540156362
6199,0521492,2254,M,86,English,A,RP004,P,나는 아름다운 색을 사랑한다 예전 우리 유치원 선생님이 주신 색종이 같은 빨간색 보라색 자주색 녹색 이런 색깔을 나는 좋아한다 나는 우리나라 가을 하늘을 사랑한다 나는 오래된 가구의 색을 좋아한다 늙어가는 학자의 희끗희끗한 머리카락을 좋아한다 나는 이른 아침의 새 소리를 좋아하며 봄 시냇물 흐르는 소리를 즐긴다 갈대에 부는 바람 소리를 좋아하며 바다의 파도 소리를 들으면 아직도 가슴이 뛴다,N A N EU N A R EU M D A U N S E G EU L S A R A NG H A N D A iE J EO N U R I iU CHh I uEO N S EO N S E NG N I M I J U S I N S E k JJ O NG I G A Th EU N BB A L G A N S E k B O R A S E k J A J U S E k N O k SS E k I R EO N S E k GG A R EU L N A N EU N J O A A N D A N A N EU N U R I N A R A G A EU L H A N EU R EU L S A R A NG H A N D A N A N EU N O R E D OE N G A G U euI S E G EU L J O A A N D A N EU L G EO G A N EU N H A k JJ A euI H euI GG EU Th euI GG EU Th A N M EO R I Kh A R A G EU R J O A A N D A N A N EU N I R EU N A CHh I M euI S E S O R I R EU L J O A A M iEO B O M S I N E N M U L H EU R EU N EU N S O R I R EU L J EU L G I N D A G A L D E E B U N EU N B A R A M S O R I R EU L J O A A M iEO B A D A euI Ph A D O S O R I R EU L D EU R EU M iEO N A J I k DD O G A S EU M I DD UI N D A,N EO N EU N A R EU M D A U N S E G EU L S A A NG H A N D A iE J EO N U R I iU J I EO N S EO N S E NG N I M I J U S I N E k J EO NG I G A Th EU N M A L EU G A N S E M O S E k A J U S E k N O SS E I R EO N S E k GG A R EU L N A N EU L J O A A N D A A N EU N U R I N A R A G A EU L H A N EU L S A A NG H A N D A N N O R E t D EO N G A G euI S E G EU L J O A N D A N EU G EO G A N EU N H A L JJ A euI I Kh G EU A N M EO R I G A R A G EU L J O A N D A N EU N I R EU N A CHh I M E S E S EO R I EU L J O A A M iEO B EO M S I N E H I M E M EU L H EU EU N EU N S EO R I EU L J EU L G I N D A G A L Ph E euI B O N EU N B A R EO M S EO R I R EU L J O A N M iEO B A D A euI BB E R O S EO R I R EU L D EU R EU M iEO N A J I k DD O G A SS EU M I D EU N D A,"Counter({'C': 294, 'S': 34, 'D': 29, 'I': 5})",294,34,5,29,"substitution of < A > to < EO >, deletion of < R >, substitution of < CHh > to < J >, substitution of < uEO > to < EO >, deletion of < S >, substitution of < JJ > to < J >, substitution of < O > to < EO >, substitution of < BB > to < M >, insertion of < EU >, deletion of < k >, substitution of < B > to < M >, deletion of < R >, deletion of < A >, deletion of < J >, deletion of < k >, deletion of < k >, substitution of < N > to < L >, deletion of < N >, deletion of < EU >, deletion of < R >, deletion of < R >, deletion of < A >, deletion of < N >, deletion of < EU >, insertion of < t >, substitution of < OE > to < EO >, deletion of < U >, deletion of < A >, deletion of < L >, substitution of < k > to < L >, deletion of < euI >, deletion of < H >, deletion of < GG >, deletion of < EU >, substitution of < Th > to < I >, substitution of < euI > to < Kh >, substitution of < GG > to < G >, deletion of < Th >, substitution of < Kh > to < G >, substitution of < R > to < L >, deletion of < A >, deletion of < A >, deletion of < N >, substitution of < euI > to < E >, substitution of < O > to < EO >, deletion of < R >, substitution of < O > to < EO >, insertion of < H >, insertion of < I >, insertion of < M >, substitution of < N > to < E >, substitution of < U > to < EU >, deletion of < R >, substitution of < O > to < EO >, deletion of < R >, substitution of < D > to < Ph >, substitution of < E > to < euI >, substitution of < U > to < O >, substitution of < A > to < EO >, substitution of < O > to < EO >, substitution of < A > to < N >, substitution of < Ph > to < BB >, substitution of < A > to < E >, substitution of < D > to < R >, substitution of < O > to < EO >, substitution of < S > to < SS >, substitution of < DD > to < D >, substitution of < UI > to < EU >",0.11542497376705142
6200,0521373,2254,M,86,English,A,RS034,S,새로 생긴 식당에 가 봤는데 분위기가 아주 좋던데요,S E R O S E NG G I N S I k DD A NG E G A B oA N N EU N D E B U N UI G I G A A J U J O Th EO N D E iO,S E R O S E NG G I N S I k DD A NG E G A B oA N N EU N D E B U N UI G I G A A J U J O N Th EO N D E iO,"Counter({'C': 46, 'I': 1})",46,0,1,0,insertion of < N >,0.01639344262295082
6201,0521394,2254,M,86,English,A,RS045,S,뒷일은 나중에 생각하고 급한 불부터 끕시다,D UI S I R EU N N A J U NG E S E NG G A Kh A G O G EU Ph A N B U L B U Th EO G EU p SS I D A,D UI S I R EU N N A J U NG E S E NG G A Kh A G O G EU Ph A N B U L B U Th EO G EU p SS I D A N D A,"Counter({'C': 41, 'I': 3})",41,0,3,0,"insertion of < D >, insertion of < A >, insertion of < N >",0.05194805194805195
6202,0521403,2254,M,86,English,A,RS047,S,얼굴 보니 너 무슨 안 좋은 일 있구나,EO L G U L B O N I N EO M U S EU N A N J O EU N I L I t GG U N A,EO L G U L B O N I N EO M U S EU N A N J O EU N I L I t GG U N N A,"Counter({'C': 30, 'I': 1})",30,0,1,0,insertion of < N >,0.025
6203,0521142,2254,M,86,English,A,RW035,W,다음,D A EU M,D A M,"Counter({'C': 3, 'D': 1})",3,0,0,1,deletion of < EU >,0.23809523809523808
6204,0521162,2254,M,86,English,A,RW047,W,구두,G U D U,GG U D U,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < G > to < GG >,0.09523809523809523
6205,0521231,2254,M,86,English,A,RW084,W,영어,iEO NG EO,iEO G EO,"Counter({'C': 2, 'S': 1})",2,1,0,0,substitution of < NG > to < G >,0.10526315789473684
6206,0521242,2254,M,86,English,A,RW090,W,약국,iA k GG U k,iA G U,"Counter({'C': 2, 'D': 2, 'S': 1})",2,1,0,2,"deletion of < k >, substitution of < GG > to < G >, deletion of < k >",0.4074074074074074
