,file,speaker,sex,age,nationality,level,code,type,ref,ans,rec,count,C,S,I,D,error,per
4873,0442113,1897,F,95,Chinese,B,RS002,S,여기 비빔밥 한 그릇 갖다 주세요,iEO G I B I B I M B A p H A N G EU R EU S G A t DD A J U S E iO,iEO G I B I M B I M B A p H A N G EU R EU S G A t DD A J U S E iO,"Counter({'C': 29, 'I': 1})",29,0,1,0,insertion of < M >,0.02564102564102564
4874,0442118,1897,F,95,Chinese,B,RS003,S,십만 원만 빌려줄 수 있어요,S I M M A N uEO N M A N B I L L iEO J U L S U I SS EO iO,S I M M A NG uEO N A N M A N B I L R iEO J U M S U M S SS I A,"Counter({'C': 19, 'S': 6, 'I': 3})",19,6,3,0,"insertion of < NG >, insertion of < uEO >, substitution of < uEO > to < A >, substitution of < L > to < R >, substitution of < L > to < M >, insertion of < M >, substitution of < I > to < S >, substitution of < EO > to < I >, substitution of < iO > to < A >",0.18666666666666668
4875,0442125,1897,F,95,Chinese,B,RS005,S,여권 사진을 찍어야 되는데 어디에서 찍으면 좋을까요,iEO G uEO N S A J I N EU L JJ I G EO iA D OE N EU N D E EO D I E S EO JJ I G EU M iEO N J O EU L GG A iO,iEO G uEO N S A J I N EU L JJ I G EO iA D OE N EU N D E EO D I E S EO JJ I G EU M iEO N J O EU GG A iO,"Counter({'C': 42, 'D': 1})",42,0,0,1,deletion of < L >,0.017094017094017096
4876,0442129,1897,F,95,Chinese,B,RS006,S,음식 만드는 것을 좋아하세요,EU M S I k M A N D EU N EU N G EO S EU L J O A A S E iO,EU M S I k M A N D EU R EU N G EO S EU L J O A E SS EO iO,"Counter({'C': 21, 'S': 4})",21,4,0,0,"substitution of < N > to < R >, substitution of < A > to < E >, substitution of < S > to < SS >, substitution of < E > to < EO >",0.13286713286713286
4877,0442132,1897,F,95,Chinese,B,RS007,S,금요일이 좋아요 일요일이 좋아요,G EU M iO I R I J O A iO I R iO I R I J O A iO,G EU M iO I R J O A iO I R iO I R J O A iO,"Counter({'C': 19, 'D': 2})",19,0,0,2,"deletion of < I >, deletion of < I >",0.07272727272727272
4878,0442138,1897,F,95,Chinese,B,RS009,S,등록금에 수업료가 포함돼요,D EU NG N O k GG EU M E S U EO M N iO G A Ph O A M D OE iO,D EU NG N O k GG EO E S U M N iO G A Ph O A M D OE iO,"Counter({'C': 22, 'D': 2, 'S': 1})",22,1,0,2,"deletion of < EU >, substitution of < M > to < EO >, deletion of < EO >",0.0962962962962963
4879,0442141,1897,F,95,Chinese,B,RS010,S,퇴근시간이라서 길이 많이 막히나 봐요,Th OE G EU N S I G A N I R A S EO G I R I M A N I M A Kh I N A B oA iO,Th OE G EU N S I G A N I R A S EO G A R I M A N I M A Kh I N A B oA iO,"Counter({'C': 31, 'S': 1})",31,1,0,0,substitution of < I > to < A >,0.005988023952095809
4880,0442145,1897,F,95,Chinese,B,RS011,S,얼굴이 안 좋은데 무슨 일 있어요,EO L G U R I A N J O EU N D E M U S EU N I L I SS EO iO,iEO L G A N I A N J O EU N D E M U S EU N I L I SS EO iO,"Counter({'C': 22, 'S': 3})",22,3,0,0,"substitution of < EO > to < iEO >, substitution of < U > to < A >, substitution of < R > to < N >",0.030303030303030304
4881,0442146,1897,F,95,Chinese,B,RS012,S,벽에 잘 붙어 있도록 잘 붙이세요,B iEO G E J A L B U Th EO I t DD O R O k J A L B U Th I S E iO,B A NG E J A L B O Th I N t DD O A J A L B U Th I I EO,"Counter({'C': 17, 'S': 8, 'D': 3})",17,8,0,3,"substitution of < iEO > to < A >, substitution of < G > to < NG >, substitution of < U > to < O >, substitution of < EO > to < I >, substitution of < I > to < N >, deletion of < O >, deletion of < R >, substitution of < k > to < A >, deletion of < S >, substitution of < E > to < I >, substitution of < iO > to < EO >",0.21428571428571427
4882,0442149,1897,F,95,Chinese,B,RS013,S,오늘 그 가게 문 안 열었어요,O N EU L G EU G A G E M U N A N iEO R EO SS EO iO,O N EU L G EU G A G E M U A N iEO N R EO SS EO iO,"Counter({'C': 20, 'D': 1, 'I': 1})",20,0,1,1,"deletion of < N >, insertion of < N >",0.06779661016949153
4883,0442151,1897,F,95,Chinese,B,RS014,S,오늘 날씨가 참 따뜻하지요,O N EU L N A L SS I G A CHh A M D A DD EU Th A J I iO,O N EU L N A L SS I G A CHh A M D O DD EU A J I iO,"Counter({'C': 21, 'S': 1, 'D': 1})",21,1,0,1,"substitution of < A > to < O >, deletion of < Th >",0.04878048780487805
4884,0442153,1897,F,95,Chinese,B,RS015,S,지금 막 나갔는데 못 보셨어요,J I G EU M M A k N A G A N N EU N D E M O t B O S iEO SS EO iO,J I G EU M M A N N A G E N EU N D E M U B O S E SS EO iO,"Counter({'C': 22, 'S': 4, 'D': 2})",22,4,0,2,"substitution of < k > to < N >, deletion of < A >, substitution of < N > to < E >, deletion of < O >, substitution of < t > to < U >, substitution of < iEO > to < E >",0.10204081632653061
4885,0442161,1897,F,95,Chinese,B,RS018,S,여기 물하고 반찬 좀 더 주시겠어요,iEO G I M U R H A G O B A N CHh A N J O M D EO J U S I G E SS EO iO,U R I M U N H A G O B A N CHh I N A M D EO J U S I G E SS EO iO,"Counter({'C': 24, 'S': 5, 'D': 1})",24,5,0,1,"substitution of < iEO > to < U >, substitution of < G > to < R >, substitution of < R > to < N >, substitution of < A > to < I >, deletion of < J >, substitution of < O > to < A >",0.08227848101265822
4886,0442163,1897,F,95,Chinese,B,RS019,S,발 편한 운동화를 신고 오세요,B A L Ph iEO N A N U N D O NG H oA R EU L S I N G O O S E iO,B A L B iEO N A N U N D O NG H A S I N G O O S E iO,"Counter({'C': 22, 'D': 3, 'S': 2})",22,2,0,3,"substitution of < Ph > to < B >, deletion of < oA >, deletion of < R >, deletion of < EU >, substitution of < L > to < A >",0.13380281690140844
4887,0442165,1897,F,95,Chinese,B,RS020,S,아버지와 어머니 중에서 누구하고 닮았어요,A B EO J I oA EO M EO N I J U NG E S EO N U G U A G O D A L M A SS EO iO,A B EO J I oA EO M EO N I J U NG E S EO N U G U A G O D A A SS EO iO,"Counter({'C': 30, 'D': 2})",30,0,0,2,"deletion of < L >, deletion of < M >",0.047337278106508875
4888,0442176,1897,F,95,Chinese,B,RS023,S,주말에 별일 없으면 우리 집에 와서 밥 같이 먹어요,J U M A R E B iEO R I N EO p SS EU M iEO N U R I J I B E oA S EO B A p G A Th I M EO G EO iO,J U M A N B iEO R I N EO p EU M iEO N U R I J I B E oA S EO B A p G A Th I M EO G EO iO,"Counter({'C': 37, 'D': 2, 'S': 1})",37,1,0,2,"deletion of < R >, substitution of < E > to < N >, deletion of < SS >",0.046948356807511735
4889,0442180,1897,F,95,Chinese,B,RS024,S,왜 이렇게 늦게 왔어요,OE I R EO Kh E N EU t GG E oA SS EO iO,OE I R EU N GG E N A Kh E oA SS EO iO,"Counter({'C': 10, 'S': 4, 'I': 1, 'D': 1})",10,4,1,1,"insertion of < EU >, substitution of < EO > to < N >, substitution of < Kh > to < GG >, deletion of < EU >, substitution of < t > to < A >, substitution of < GG > to < Kh >",0.21978021978021978
4890,0442181,1897,F,95,Chinese,B,RS025,S,잘 못 들었는데 지금 뭐라고 하셨어요,J A L M O t D EU R EO N N EU N D E J I G EU M M uEO R A G O H A S iEO SS EO iO,J A L M A L D EO EO N EU N D E J I G A M uEO R A G O H E SS EO SS EO iO,"Counter({'C': 24, 'S': 7, 'D': 3})",24,7,0,3,"substitution of < O > to < A >, substitution of < t > to < L >, deletion of < EU >, deletion of < R >, substitution of < N > to < EO >, deletion of < EU >, substitution of < M > to < A >, substitution of < A > to < E >, substitution of < S > to < SS >, substitution of < iEO > to < EO >",0.1366120218579235
4891,0442183,1897,F,95,Chinese,B,RS051,S,창문이 열렸네요 닫아 주세요,CHh A NG M U N I iEO L L iEO N N E iO D A D A J U S E iO,CHh A NG M U N I iEO L L iEO N N E iO D A A J U S E iO,"Counter({'C': 23, 'D': 1})",23,0,0,1,deletion of < D >,0.031007751937984496
4892,0442186,1897,F,95,Chinese,B,RS052,S,저희 백화점을 찾아주셔서 감사합니다,J EO euI B E Kh oA J EO M EU L CHh A J A J U S iEO S EO G A M S A A M N I D A,J EO EO B E Kh oA J EO M EU L CHh A J A S U S S G A M S A A M N I,"Counter({'C': 27, 'D': 4, 'S': 2})",27,2,0,4,"substitution of < euI > to < EO >, substitution of < J > to < S >, deletion of < iEO >, deletion of < EO >, deletion of < D >, deletion of < A >",0.14124293785310735
4893,0442195,1897,F,95,Chinese,B,RS055,S,내일 늦으시면 안 됩니다,N E I R N EU J EU S I M iEO N A N D OE M N I D A,N E I R N A EU S I M iEO N A N D OE L M N I D A,"Counter({'C': 20, 'D': 1, 'S': 1, 'I': 1})",20,1,1,1,"deletion of < EU >, substitution of < J > to < A >, insertion of < L >",0.08333333333333333
4894,0442204,1897,F,95,Chinese,B,RS058,S,미안 길이 막혀 늦었어,M I A N G I R I M A Kh iEO N EU J EO SS EO,M I A N G A R I M A H E M A N EU SS EO,"Counter({'C': 11, 'S': 7})",11,7,0,0,"substitution of < I > to < A >, substitution of < Kh > to < H >, substitution of < iEO > to < E >, substitution of < N > to < M >, substitution of < EU > to < A >, substitution of < J > to < N >, substitution of < EO > to < EU >",0.24299065420560748
4895,0442206,1897,F,95,Chinese,B,RS059,S,그거 내가 한 거 아니야,G EU G EO N E G A H A N G EO A N I iA,G EU G EO N E G A H A N G EO A I iA,"Counter({'C': 16, 'D': 1})",16,0,0,1,deletion of < N >,0.0449438202247191
4896,0442208,1897,F,95,Chinese,B,RS060,S,국이 너무 짜요,G U G I N EO M U JJ A iO,G U G I N N EO M U JJ A iO,"Counter({'C': 11, 'I': 1})",11,0,1,0,insertion of < N >,0.06349206349206349
4897,0442211,1897,F,95,Chinese,B,RS061,S,이게 다 니 책임이야,I G E D A N I CHh E G I M I iA,I G A N D A N I CHh E G I I iA,"Counter({'C': 12, 'I': 1, 'S': 1, 'D': 1})",12,1,1,1,"insertion of < A >, substitution of < E > to < N >, deletion of < M >",0.11538461538461539
4898,0442212,1897,F,95,Chinese,B,RS062,S,이거 죄송해서 어떡하죠,I G EO J OE S O NG H E S EO EO DD EO Kh A CHh iO,I G EO M J EO M S U A S EO EO DD I A CHh iO,"Counter({'C': 10, 'S': 8, 'D': 1})",10,8,0,1,"substitution of < J > to < M >, substitution of < OE > to < J >, substitution of < S > to < EO >, substitution of < O > to < M >, substitution of < NG > to < S >, substitution of < H > to < U >, substitution of < E > to < A >, deletion of < EO >, substitution of < Kh > to < I >",0.26495726495726496
4899,0442215,1897,F,95,Chinese,B,RS063,S,그렇게 힘든 일을 누가 하겠어요,G EU R EO Kh E H I M D EU N I R EU L N U G A A G E SS EO iO,G EU N EU G E H EO Th EU N I R EU L N U G A A G E SS EO iO,"Counter({'C': 20, 'S': 5, 'D': 1})",20,5,0,1,"substitution of < R > to < N >, substitution of < EO > to < EU >, substitution of < Kh > to < G >, deletion of < I >, substitution of < M > to < EO >, substitution of < D > to < Th >",0.10714285714285714
4900,0442230,1897,F,95,Chinese,B,RS068,S,그것도 옷이라고 입고 다니니,G EU G EO t DD O O S I R A G O I p GG O D A N I N I,G O N G O NG DD O O S I N A G O I GG O D A N I N I,"Counter({'C': 19, 'S': 4, 'I': 1, 'D': 1})",19,4,1,1,"insertion of < O >, substitution of < EU > to < N >, substitution of < EO > to < O >, substitution of < t > to < NG >, substitution of < R > to < N >, deletion of < p >",0.13076923076923078
4901,0442233,1897,F,95,Chinese,B,RS069,S,당장 이 방에서 나가,D A NG J A NG I B A NG E S EO N A G A,D A J A NG I B A NG E S EO N A G A,"Counter({'C': 16, 'D': 1})",16,0,0,1,deletion of < NG >,0.056179775280898875
4902,0442236,1897,F,95,Chinese,B,RS070,S,그만 좀 먹어라,G EU M A N J O M M EO G EO R A,G EU M A N J O M EO G EO R A,"Counter({'C': 13, 'D': 1})",13,0,0,1,deletion of < M >,0.0547945205479452
4903,0441588,1897,F,95,Chinese,B,RW005,W,쉬다,S UI D A,S I G E,"Counter({'S': 3, 'C': 1})",1,3,0,0,"substitution of < UI > to < I >, substitution of < D > to < G >, substitution of < A > to < E >",0.19047619047619047
4904,0441593,1897,F,95,Chinese,B,RW007,W,글씨,G EU L SS I,G A N S I k,"Counter({'S': 3, 'C': 2, 'I': 1})",2,3,1,0,"substitution of < EU > to < A >, substitution of < L > to < N >, substitution of < SS > to < S >, insertion of < k >",0.375
4905,0441642,1897,F,95,Chinese,B,RW017,W,풀,Ph U L,J O EU N,"Counter({'S': 3, 'I': 1})",0,3,1,0,"insertion of < J >, substitution of < Ph > to < O >, substitution of < U > to < EU >, substitution of < L > to < N >",0.6470588235294118
4906,0441664,1897,F,95,Chinese,B,RW024,W,또,DD O,D O EU N,"Counter({'I': 2, 'S': 1, 'C': 1})",1,1,2,0,"substitution of < DD > to < D >, insertion of < EU >, insertion of < N >",1.1818181818181819
4907,0441676,1897,F,95,Chinese,B,RW027,W,뿌리,BB U R I,I,"Counter({'D': 3, 'C': 1})",1,0,0,3,"deletion of < BB >, deletion of < U >, deletion of < R >",0.7619047619047619
4908,0441711,1897,F,95,Chinese,B,RW036,W,흔들다,H EU N D EU L D A,OE,"Counter({'D': 7, 'S': 1})",0,1,0,7,"deletion of < H >, deletion of < EU >, deletion of < N >, deletion of < D >, deletion of < EU >, deletion of < L >, deletion of < D >, substitution of < A > to < OE >",0.8809523809523809
4909,0441742,1897,F,95,Chinese,B,RW045,W,자리,J A R I,J A L R I,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < L >,0.16
4910,0441752,1897,F,95,Chinese,B,RW046,W,부부,B U B U,B O Th O NG,"Counter({'S': 3, 'C': 1, 'I': 1})",1,3,1,0,"insertion of < O >, substitution of < U > to < Th >, substitution of < B > to < O >, substitution of < U > to < NG >",0.38461538461538464
4911,0441754,1897,F,95,Chinese,B,RW047,W,구두,G U D U,G O N,"Counter({'S': 2, 'C': 1, 'D': 1})",1,2,0,1,"deletion of < U >, substitution of < D > to < O >, substitution of < U > to < N >",0.3
4912,0441757,1897,F,95,Chinese,B,RW048,W,보자기,B O J A G I,B O J A M G I,"Counter({'C': 6, 'I': 1})",6,0,1,0,insertion of < M >,0.11428571428571428
4913,0441760,1897,F,95,Chinese,B,RW049,W,허리,H EO R I,H EO N I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < R > to < N >,0.047619047619047616
4914,0441774,1897,F,95,Chinese,B,RW052,W,소리,S O R I,S U R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < O > to < U >,0.05
4915,0441776,1897,F,95,Chinese,B,RW053,W,중국,J U NG G U k,J EO L M G O,"Counter({'S': 5, 'C': 1})",1,5,0,0,"substitution of < U > to < EO >, substitution of < NG > to < L >, substitution of < G > to < M >, substitution of < U > to < G >, substitution of < k > to < O >",0.3783783783783784
4916,0441782,1897,F,95,Chinese,B,RW055,W,그림,G EU R I M,G EU NG R I,"Counter({'C': 4, 'I': 1, 'D': 1})",4,0,1,1,"insertion of < NG >, deletion of < M >",0.3125
4917,0441786,1897,F,95,Chinese,B,RW056,W,은행,EU N E NG,B A A N,Counter({'S': 4}),0,4,0,0,"substitution of < EU > to < B >, substitution of < N > to < A >, substitution of < E > to < A >, substitution of < NG > to < N >",0.2727272727272727
4918,0441788,1897,F,95,Chinese,B,RW057,W,야구,iA G U,iEO NG O,Counter({'S': 3}),0,3,0,0,"substitution of < iA > to < iEO >, substitution of < G > to < NG >, substitution of < U > to < O >",0.3333333333333333
4919,0441804,1897,F,95,Chinese,B,RW061,W,좌석,J oA S EO k,J O S U,"Counter({'C': 2, 'S': 2, 'D': 1})",2,2,0,1,"substitution of < oA > to < O >, deletion of < EO >, substitution of < k > to < U >",0.3333333333333333
4920,0441827,1897,F,95,Chinese,B,RW068,W,권하다,G uEO N A D A,G U N A D A,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < uEO > to < U >,0.15625
4921,0441831,1897,F,95,Chinese,B,RW069,W,웬,OE N,OE iU N,"Counter({'C': 2, 'I': 1})",2,0,1,0,insertion of < iU >,0.29411764705882354
4922,0441838,1897,F,95,Chinese,B,RW072,W,회의,H OE euI,H OE U NG,"Counter({'C': 2, 'I': 1, 'S': 1})",2,1,1,0,"insertion of < U >, substitution of < euI > to < NG >",0.30434782608695654
4923,0441849,1897,F,95,Chinese,B,RW075,W,무늬,M U N euI,N U M S I M,"Counter({'S': 3, 'I': 2, 'C': 1})",1,3,2,0,"insertion of < N >, insertion of < U >, substitution of < U > to < S >, substitution of < N > to < I >, substitution of < euI > to < M >",0.40625
4924,0441866,1897,F,95,Chinese,B,RW079,W,퇴근,Th OE G EU N,D U N G U,Counter({'S': 5}),0,5,0,0,"substitution of < Th > to < D >, substitution of < OE > to < U >, substitution of < G > to < N >, substitution of < EU > to < G >, substitution of < N > to < U >",0.6071428571428571
4925,0441877,1897,F,95,Chinese,B,RW083,W,간장,G A N J A NG,G A J A NG,"Counter({'C': 5, 'D': 1})",5,0,0,1,deletion of < N >,0.12903225806451613
4926,0441894,1897,F,95,Chinese,B,RW088,W,빨래,BB A L L E,BB A L L I,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < E > to < I >,0.038461538461538464
4927,0441904,1897,F,95,Chinese,B,RW090,W,약국,iA k GG U k,iEO G uEO N,"Counter({'S': 4, 'D': 1})",0,4,0,1,"deletion of < iA >, substitution of < k > to < iEO >, substitution of < GG > to < G >, substitution of < U > to < uEO >, substitution of < k > to < N >",0.46875
4928,0441911,1897,F,95,Chinese,B,RW091,W,부엌,B U EO Kh,B O G O NG,"Counter({'S': 3, 'C': 1, 'I': 1})",1,3,1,0,"insertion of < O >, substitution of < U > to < G >, substitution of < EO > to < O >, substitution of < Kh > to < NG >",0.3333333333333333
4929,0441917,1897,F,95,Chinese,B,RW093,W,젓가락,J EO t GG A R A k,J EO t GG t GG A R A k,"Counter({'C': 8, 'I': 2})",8,0,2,0,"insertion of < t >, insertion of < GG >",0.16981132075471697
4930,0441920,1897,F,95,Chinese,B,RW094,W,입,I p,I N,"Counter({'C': 1, 'S': 1})",1,1,0,0,substitution of < p > to < N >,0.1
4931,0441921,1897,F,95,Chinese,B,RW095,W,무릎,M U R EU p,M U N EU p,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < R > to < N >,0.038461538461538464
4932,0441934,1897,F,95,Chinese,B,RW099,W,끊지만,GG EU N CHh I M A N,GG EU N CHh I N M A N,"Counter({'C': 8, 'I': 1})",8,0,1,0,insertion of < N >,0.08163265306122448
4933,0441937,1897,F,95,Chinese,B,RW100,W,급하다,G EU Ph A D A,G U A D A,"Counter({'C': 4, 'D': 1, 'S': 1})",4,1,0,1,"deletion of < EU >, substitution of < Ph > to < U >",0.25
4934,0441945,1897,F,95,Chinese,B,RW103,W,여덟 시,iEO D EO L B S I,EO iEO D EO L B S I,"Counter({'C': 7, 'I': 1})",7,0,1,0,insertion of < EO >,0.18421052631578946
4935,0441964,1897,F,95,Chinese,B,RW108,W,폭발,Ph O k BB A L,B O k D A L,"Counter({'C': 4, 'S': 2})",4,2,0,0,"substitution of < Ph > to < B >, substitution of < BB > to < D >",0.1875
4936,0441968,1897,F,95,Chinese,B,RW109,W,직접,J I k JJ EO p,J I N G EO,"Counter({'C': 3, 'S': 2, 'D': 1})",3,2,0,1,"substitution of < k > to < N >, substitution of < JJ > to < G >, deletion of < p >",0.375
4937,0441975,1897,F,95,Chinese,B,RW112,W,염증,iEO M J EU NG,G iEO J EU NG,"Counter({'C': 3, 'S': 2})",3,2,0,0,"substitution of < iEO > to < G >, substitution of < M > to < iEO >",0.3225806451612903
4938,0441984,1897,F,95,Chinese,B,RW114,W,끝이,GG EU Th I,G A M G I,"Counter({'S': 3, 'I': 1, 'C': 1})",1,3,1,0,"insertion of < G >, substitution of < GG > to < A >, substitution of < EU > to < M >, substitution of < Th > to < G >",0.5652173913043478
4939,0441995,1897,F,95,Chinese,B,RW116,W,해돋이,H E D O D I,H A N D U D I,"Counter({'C': 4, 'S': 2, 'I': 1})",4,2,1,0,"insertion of < A >, substitution of < E > to < N >, substitution of < O > to < U >",0.17142857142857143
4940,0442005,1897,F,95,Chinese,B,RW119,W,교육열,G iO iU G iEO R,G iO N iU G iEO R,"Counter({'C': 6, 'I': 1})",6,0,1,0,insertion of < N >,0.10256410256410256
4941,0442018,1897,F,95,Chinese,B,RW124,W,즐겁네요,J EU L G EO p N E iO,J O L G EO p N E iO,"Counter({'C': 8, 'S': 1})",8,1,0,0,substitution of < EU > to < O >,0.0625
4942,0442023,1897,F,95,Chinese,B,RW126,W,짓누르다,J I N N U R EU D A,J I N N U Th EU D A,"Counter({'C': 8, 'S': 1})",8,1,0,0,substitution of < R > to < Th >,0.06382978723404255
4943,0442025,1897,F,95,Chinese,B,RW127,W,종로,J O NG N O,J O N O,"Counter({'C': 4, 'D': 1})",4,0,0,1,deletion of < NG >,0.19230769230769232
4944,0442038,1897,F,95,Chinese,B,RW131,W,이름이,I R EU M I,I N R A M I,"Counter({'C': 4, 'I': 1, 'S': 1})",4,1,1,0,"insertion of < N >, substitution of < EU > to < A >",0.22580645161290322
4945,0442041,1897,F,95,Chinese,B,RW132,W,같은,G A Th EU N,G A GG EU N,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < Th > to < GG >,0.07407407407407407
4946,0442051,1897,F,95,Chinese,B,RW135,W,법원,B EO B uEO N,B iEO NG uEO N,"Counter({'C': 3, 'S': 2})",3,2,0,0,"substitution of < EO > to < iEO >, substitution of < B > to < NG >",0.16666666666666666
4947,0442053,1897,F,95,Chinese,B,RW136,W,낮아요,N A J A iO,N A N J A iO,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < N >,0.12903225806451613
4948,0442061,1897,F,95,Chinese,B,RW138,W,문안,M U N A N,M U A N,"Counter({'C': 4, 'D': 1})",4,0,0,1,deletion of < N >,0.16
4949,0442073,1897,F,95,Chinese,B,RW142,W,빛을,B I CHh EU L,B I M CHh EU,"Counter({'C': 4, 'I': 1, 'D': 1})",4,0,1,1,"insertion of < M >, deletion of < L >",0.3333333333333333
4950,0442076,1897,F,95,Chinese,B,RW143,W,부엌에,B U EO Kh E,B U EO M Kh E,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < M >,0.125
4951,0442078,1897,F,95,Chinese,B,RW144,W,밖은,B A GG EU N,B A GG EU,"Counter({'C': 4, 'D': 1})",4,0,0,1,deletion of < N >,0.25925925925925924
4952,0442082,1897,F,95,Chinese,B,RW145,W,인류,I N N iU,I N N U,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < iU > to < U >,0.047619047619047616
4953,0442085,1897,F,95,Chinese,B,RW146,W,근로자,G EU N N O J A,G EU N N NG J A,"Counter({'C': 6, 'S': 1})",6,1,0,0,substitution of < O > to < NG >,0.08108108108108109
4954,0442092,1897,F,95,Chinese,B,RW148,W,줄넘기,J U N N EO M G I,J U N EO M G I,"Counter({'C': 7, 'D': 1})",7,0,0,1,deletion of < N >,0.0975609756097561
4955,0442095,1897,F,95,Chinese,B,RW149,W,넣어요,N EO EO iO,G iEO N N iEO,"Counter({'S': 4, 'I': 1})",0,4,1,0,"insertion of < G >, substitution of < N > to < iEO >, substitution of < EO > to < N >, substitution of < EO > to < N >, substitution of < iO > to < iEO >",0.5
4956,0442098,1897,F,95,Chinese,B,RW150,W,좋은,J O EU N,J O EU Kh,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < N > to < Kh >,0.09523809523809523
4957,0442600,1899,F,99,Chinese,A,RP003,P,의사소통 과정 중에서 말하기와 쓰기 같은 표현 기능이 더 중요할까 듣기와 읽기 같은 기능이 더 중요할까 나는 이해 영역이 더 중요하고 특히 듣기가 기본이라고 생각한다 다른 이의 말을 듣고 그 말을 이해해야 의사소통을 계속할 수 있기 때문이다 따라서 진정한 의사소통은 듣기에서부터 시작한다고 주장하고 싶다,euI S A S O Th O NG G oA J EO NG J U NG E S EO M A R H A G I oA SS EU G I G A Th EU N Ph iO iEO N G I N EU NG I D EO J U NG iO A L GG A D EU t GG I oA I k GG I G A Th EU N G I N EU NG I D EO J U NG iO A L GG A N A N EU N I E iEO NG iEO G I D EO J U NG iO A G O Th EU Kh I D EU t GG I G A G I B O N I R A G O S E NG G A Kh A N D A D A R EU N I euI M A R EU L D EU t GG O G EU M A R EU L I E E iA euI S A S O Th O NG EU L G iE S O Kh A L S U I t GG I D E M U N I D A D A R A S EO J I N J EO NG H A N euI S A S O Th O NG EU N D EU t GG I E S EO B U Th EO S I J A Kh A N D A G O J U J A NG H A G O S I p DD A,euI S A S O Th O NG G oA J EO NG J U NG E S EO M A R H A G I oA SS EU G I G A Th EU N Ph iEO iEO N G I N EU NG I D EO J U NG iO A L GG A D EU GG I oA I GG I G A Th EU N G I N EU I D EO J U NG iO A L GG A N A N EU N I E iEO NG N iEO G I D EO J U NG iO A G O Th EU Kh I D EU GG I G A G I B U N I R A G O S E NG G A Kh A D A D A EU N I E M A R EU L D EU t GG O G EU M A R EU L I E E iA euI S A S O S O Th O NG EU L G iE S O k Kh A L S U I t GG I D E M U N I D A D A A SS EO J I N J EO NG H A N euI S A S O Th O NG EU N D EU t GG I E S EO B U Th EO S I J A Kh A N D A G O J U J A NG H A G O S I p DD A,"Counter({'C': 249, 'D': 7, 'S': 4, 'I': 4})",249,4,4,7,"substitution of < iO > to < iEO >, deletion of < t >, deletion of < k >, deletion of < NG >, insertion of < N >, deletion of < t >, substitution of < O > to < U >, deletion of < N >, deletion of < R >, substitution of < euI > to < E >, insertion of < S >, insertion of < O >, insertion of < k >, deletion of < R >, substitution of < S > to < SS >",0.03909026297085998
